age,annual_income,credit_score,tenure_months,account_balance,monthly_usage_hours,support_tickets,contract_type,payment_method,device_category,is_churn
67,42789.18,780,7,142716.4,22.9,2,One-Year,Electronic Check,Mobile,0
52,158321.65,725,14,54219.8,46.1,2,Two-Year,Electronic Check,Tablet,0
40,137036.22,612,12,116652.06,107.4,4,One-Year,Credit Card,Desktop,0
34,35488.6,616,5,110820.21,2.2,1,Month-to-Month,Credit Card,Mobile,1
43,134714.44,708,32,133944.69,81.7,3,Two-Year,Credit Card,Mobile,0
25,109248.42,666,43,67191.55,57.8,4,Month-to-Month,Bank Transfer,Mobile,0
46,37667.43,673,69,79570.98,20.2,3,Month-to-Month,Bank Transfer,Tablet,0
43,96036.6,758,45,62366.15,39.2,2,Two-Year,Electronic Check,Desktop,0
27,100127.92,745,9,127556.54,27.8,6,One-Year,Bank Transfer,Mobile,0
43,50695.05,503,49,34455.35,105.5,1,Month-to-Month,Bank Transfer,Desktop,0
51,171583.21,707,33,35956.36,58.3,4,One-Year,Bank Transfer,Desktop,0
68,156746.18,715,18,55890.77,68.0,1,Month-to-Month,Credit Card,Mobile,0
58,128698.46,489,9,34551.42,71.6,2,Month-to-Month,Credit Card,Mobile,1
24,96655.81,776,62,84151.03,77.1,4,Month-to-Month,Credit Card,Desktop,0
21,88823.66,400,57,20173.52,60.0,2,One-Year,Electronic Check,Mobile,0
75,125900.89,466,29,48027.93,3.1,1,One-Year,Bank Transfer,Mobile,0
70,109541.94,770,25,137016.7,40.8,1,One-Year,Credit Card,Mobile,0
67,34652.33,395,15,61383.82,22.9,1,Month-to-Month,Bank Transfer,Mobile,0
62,104437.91,658,6,112235.06,81.9,3,One-Year,Credit Card,Desktop,0
28,149992.56,437,42,17019.33,7.7,2,Month-to-Month,Credit Card,Mobile,0
46,96182.18,557,29,37134.68,68.1,6,Month-to-Month,Electronic Check,Desktop,1
73,33053.27,726,4,121101.84,26.1,1,Two-Year,Electronic Check,Mobile,0
53,146873.12,618,57,114448.94,113.9,1,Month-to-Month,Credit Card,Desktop,0
42,56211.39,438,49,57923.39,40.9,2,One-Year,Electronic Check,Mobile,0
38,65086.23,730,44,143159.54,39.7,2,Two-Year,Bank Transfer,Desktop,0
74,50529.48,467,14,136596.45,110.9,2,Month-to-Month,Credit Card,Desktop,0
53,76183.34,403,3,144345.11,50.7,1,One-Year,Bank Transfer,Desktop,0
27,142296.48,790,62,64187.2,115.6,2,One-Year,Credit Card,Desktop,0
54,105504.81,465,64,29621.04,3.9,1,Month-to-Month,Credit Card,Mobile,0
26,56756.6,467,45,93998.8,37.5,1,One-Year,Credit Card,Tablet,0
41,161063.66,609,58,102715.97,80.3,4,One-Year,Credit Card,Desktop,0
52,161335.19,424,20,18816.27,107.0,2,Month-to-Month,Credit Card,Desktop,0
66,159939.66,829,58,117972.46,31.5,1,Month-to-Month,Credit Card,Tablet,0
52,62013.41,654,57,2709.03,111.7,2,Two-Year,Bank Transfer,Mobile,0
65,94942.1,356,68,72409.26,71.7,3,One-Year,Bank Transfer,Mobile,0
53,177673.4,715,52,49652.44,96.3,2,Month-to-Month,Credit Card,Desktop,0
35,144661.93,471,37,111045.46,48.3,2,Month-to-Month,Credit Card,Tablet,0
66,29210.95,360,8,46914.11,26.2,1,One-Year,Credit Card,Mobile,0
56,35106.71,697,44,124021.07,109.4,5,Month-to-Month,Electronic Check,Desktop,1
49,96909.36,787,5,89243.02,112.0,2,Month-to-Month,Credit Card,Desktop,0
41,165929.13,838,69,119084.0,60.2,3,One-Year,Electronic Check,Tablet,0
40,108498.78,564,31,148401.1,1.8,0,One-Year,Bank Transfer,Mobile,0
49,102160.94,778,45,101873.75,14.1,2,Month-to-Month,Electronic Check,Mobile,0
54,41348.42,628,9,147742.55,69.2,2,Month-to-Month,Bank Transfer,Mobile,1
29,126800.92,847,32,4325.45,3.8,2,Month-to-Month,Credit Card,Desktop,0
66,152425.99,377,33,50721.0,48.2,3,Month-to-Month,Bank Transfer,Tablet,0
72,83965.1,584,67,16177.99,37.1,3,Month-to-Month,Bank Transfer,Desktop,0
30,145219.84,716,30,39345.74,86.0,1,Month-to-Month,Bank Transfer,Tablet,0
40,174493.88,662,29,125833.18,7.6,2,Month-to-Month,Bank Transfer,Desktop,1
42,56583.8,375,3,4848.49,59.2,1,Month-to-Month,Credit Card,Desktop,0
52,106116.09,758,57,78027.44,69.9,3,Two-Year,Bank Transfer,Mobile,0
58,69506.38,403,30,85069.31,74.5,1,Month-to-Month,Electronic Check,Mobile,0
47,147892.43,378,9,84172.67,49.2,3,Month-to-Month,Electronic Check,Mobile,0
34,114526.97,816,26,71294.56,37.2,4,Month-to-Month,Bank Transfer,Mobile,0
66,123360.27,702,2,118590.44,82.2,1,Month-to-Month,Credit Card,Mobile,0
37,148676.69,513,62,20031.46,101.9,2,Two-Year,Credit Card,Mobile,0
65,86375.42,619,3,46586.55,83.5,2,Month-to-Month,Electronic Check,Mobile,1
42,166838.96,683,46,92358.91,111.9,2,Two-Year,Electronic Check,Desktop,0
39,107619.47,384,68,103642.7,86.4,5,Month-to-Month,Electronic Check,Mobile,0
30,49483.0,635,25,60622.26,92.0,3,Two-Year,Bank Transfer,Desktop,0
36,132864.36,697,51,131305.69,21.0,4,Month-to-Month,Electronic Check,Desktop,1
66,147955.51,622,13,62324.01,50.9,2,Month-to-Month,Electronic Check,Desktop,1
53,74098.06,800,44,60416.42,58.7,1,Month-to-Month,Bank Transfer,Desktop,0
29,157862.78,557,35,5431.09,31.5,0,Month-to-Month,Electronic Check,Desktop,0
58,165452.2,587,55,82671.2,63.9,2,Month-to-Month,Credit Card,Tablet,0
36,67920.2,763,9,106302.13,35.6,2,Month-to-Month,Bank Transfer,Mobile,0
29,177445.83,849,2,17165.72,82.8,3,One-Year,Electronic Check,Mobile,0
26,46810.29,442,61,45814.91,57.0,0,Month-to-Month,Credit Card,Mobile,0
24,56312.43,522,41,117188.54,55.6,2,Month-to-Month,Bank Transfer,Desktop,0
45,53554.85,428,44,54887.92,118.1,7,Month-to-Month,Credit Card,Mobile,1
31,163568.41,459,64,36240.37,47.7,3,One-Year,Electronic Check,Mobile,0
48,126415.35,566,31,100830.1,44.1,1,Month-to-Month,Bank Transfer,Mobile,0
69,48576.16,784,47,29513.82,38.9,3,Month-to-Month,Electronic Check,Desktop,0
36,93250.13,707,2,134347.94,107.5,1,Month-to-Month,Bank Transfer,Desktop,0
75,120371.19,455,69,15839.76,60.1,4,Two-Year,Bank Transfer,Mobile,0
64,37936.93,396,58,105982.47,72.4,2,One-Year,Credit Card,Mobile,0
33,161774.54,530,44,74932.31,22.5,6,Month-to-Month,Electronic Check,Tablet,1
70,149558.55,413,56,130489.43,65.4,6,Month-to-Month,Bank Transfer,Desktop,1
22,103307.05,595,43,18929.26,33.7,4,Month-to-Month,Bank Transfer,Mobile,0
52,174904.63,593,34,101684.24,87.9,2,Month-to-Month,Credit Card,Tablet,0
29,89752.95,771,30,85808.2,100.1,1,One-Year,Electronic Check,Mobile,0
42,177537.1,669,71,72013.52,86.1,3,Month-to-Month,Bank Transfer,Mobile,0
69,128527.6,436,70,73711.09,87.9,2,Month-to-Month,Electronic Check,Mobile,0
38,123374.05,566,55,108296.54,62.0,3,One-Year,Bank Transfer,Tablet,0
53,50723.01,839,67,140661.25,85.7,0,Month-to-Month,Credit Card,Mobile,0
70,161698.8,356,13,13687.75,51.3,1,Month-to-Month,Bank Transfer,Mobile,0
40,91260.9,627,3,2925.4,78.5,2,Month-to-Month,Electronic Check,Tablet,0
33,50146.18,686,26,120855.72,31.8,1,Month-to-Month,Electronic Check,Desktop,0
74,26954.17,559,57,16225.41,9.3,3,Two-Year,Bank Transfer,Desktop,0
56,111762.13,846,24,148004.52,50.2,2,One-Year,Electronic Check,Mobile,0
62,106746.94,518,53,92902.24,56.0,4,Month-to-Month,Credit Card,Mobile,0
70,136499.81,679,70,97629.96,31.5,3,Month-to-Month,Credit Card,Tablet,0
59,162990.0,487,43,29833.76,87.6,3,Month-to-Month,Bank Transfer,Desktop,0
75,37308.02,790,60,36046.85,9.8,4,Month-to-Month,Credit Card,Desktop,1
56,138381.96,740,58,98902.55,27.5,4,Two-Year,Bank Transfer,Tablet,0
31,54048.85,845,49,136459.03,90.1,3,Month-to-Month,Bank Transfer,Desktop,0
48,158017.44,730,42,147358.58,53.0,2,Two-Year,Bank Transfer,Mobile,0
75,151954.84,655,66,29704.64,84.9,4,Month-to-Month,Credit Card,Mobile,0
22,108823.03,579,11,20117.94,68.5,2,Two-Year,Bank Transfer,Mobile,0
52,135087.63,824,18,8460.2,114.1,2,One-Year,Bank Transfer,Mobile,0
40,73724.27,657,52,130244.55,72.1,1,One-Year,Bank Transfer,Tablet,0
46,98031.02,510,46,44207.23,2.8,1,Month-to-Month,Electronic Check,Mobile,0
60,152353.72,350,44,271.81,43.0,4,Two-Year,Credit Card,Tablet,0
28,96186.11,585,22,33572.71,18.0,2,Month-to-Month,Electronic Check,Desktop,0
35,80458.73,786,53,51066.16,111.0,3,Two-Year,Electronic Check,Tablet,0
64,101602.93,537,59,148647.93,13.4,0,One-Year,Bank Transfer,Tablet,0
29,153378.63,767,30,78531.24,47.1,3,Month-to-Month,Bank Transfer,Desktop,0
26,76957.25,353,8,30707.09,27.9,0,Two-Year,Credit Card,Tablet,0
27,51933.05,750,57,50222.75,101.8,2,Two-Year,Credit Card,Desktop,0
75,135362.17,481,20,49546.15,37.7,2,One-Year,Bank Transfer,Desktop,0
61,153026.62,776,25,2958.86,119.0,2,Month-to-Month,Bank Transfer,Desktop,0
34,40598.81,567,19,20277.46,5.6,2,Two-Year,Credit Card,Desktop,0
55,62180.49,609,5,104279.47,16.3,2,One-Year,Bank Transfer,Mobile,0
24,47005.66,350,27,18037.65,27.7,2,One-Year,Electronic Check,Mobile,0
63,78930.92,420,40,34610.14,97.5,1,Two-Year,Credit Card,Mobile,0
30,94804.4,827,26,52610.59,105.5,1,Month-to-Month,Electronic Check,Mobile,0
57,141068.08,527,27,113660.24,9.5,2,Month-to-Month,Credit Card,Mobile,1
59,125927.88,806,62,87360.14,4.9,1,One-Year,Bank Transfer,Tablet,0
26,121243.93,538,50,103350.0,89.6,3,Month-to-Month,Bank Transfer,Desktop,0
67,79618.12,640,42,85051.85,16.9,3,One-Year,Credit Card,Mobile,0
44,155424.37,357,29,102538.86,16.8,4,Month-to-Month,Electronic Check,Desktop,1
75,98049.51,602,39,426.32,3.7,2,Month-to-Month,Bank Transfer,Tablet,0
19,176761.27,757,60,139634.72,6.9,1,Month-to-Month,Credit Card,Desktop,0
22,123292.03,816,41,16638.03,32.4,2,Month-to-Month,Bank Transfer,Desktop,0
46,44571.03,641,33,60937.36,8.7,7,Month-to-Month,Bank Transfer,Mobile,1
54,129807.52,783,16,115655.76,44.9,1,Month-to-Month,Electronic Check,Mobile,0
55,75391.12,593,23,65284.61,100.1,7,Month-to-Month,Bank Transfer,Desktop,1
36,131380.72,472,7,142026.38,39.8,1,One-Year,Credit Card,Mobile,0
25,35794.38,648,26,70138.34,87.6,3,Two-Year,Credit Card,Mobile,0
65,52106.62,632,12,131240.91,12.2,1,Month-to-Month,Bank Transfer,Tablet,1
62,157639.28,381,5,121624.22,79.5,3,Month-to-Month,Bank Transfer,Desktop,1
18,60212.83,683,69,147147.95,38.7,3,Month-to-Month,Electronic Check,Mobile,0
39,154741.37,726,49,138982.17,90.2,4,Month-to-Month,Bank Transfer,Mobile,0
69,68287.79,495,26,134718.58,17.2,5,Two-Year,Electronic Check,Mobile,0
34,124646.7,505,5,109740.65,107.8,2,Month-to-Month,Electronic Check,Mobile,0
24,132593.34,762,22,55049.72,29.9,2,Month-to-Month,Bank Transfer,Desktop,0
42,104461.49,365,13,15918.81,43.0,3,Month-to-Month,Credit Card,Mobile,0
62,72323.15,704,28,103296.76,114.1,3,Two-Year,Credit Card,Desktop,0
21,57959.88,396,33,146798.11,69.8,2,Month-to-Month,Credit Card,Desktop,0
53,30144.35,600,23,108990.67,44.5,3,One-Year,Bank Transfer,Desktop,0
23,72111.69,536,18,139309.41,114.0,2,Month-to-Month,Credit Card,Desktop,0
48,126240.23,380,30,120645.71,40.2,3,Month-to-Month,Credit Card,Mobile,0
36,170437.25,609,26,24467.2,12.3,2,Two-Year,Credit Card,Desktop,0
61,160036.69,770,16,37380.57,119.6,5,Month-to-Month,Credit Card,Desktop,1
71,143740.04,366,39,51279.84,32.9,0,One-Year,Credit Card,Desktop,0
56,147209.34,388,33,25239.07,102.3,0,One-Year,Credit Card,Mobile,0
44,128072.66,653,26,87247.7,20.7,5,Month-to-Month,Bank Transfer,Mobile,0
27,65344.46,779,48,146317.58,88.0,2,Month-to-Month,Credit Card,Mobile,0
43,165615.23,823,65,114218.83,63.4,2,One-Year,Electronic Check,Desktop,0
36,128963.51,781,38,63508.01,117.7,3,Month-to-Month,Credit Card,Desktop,0
56,111868.3,388,2,675.67,66.8,4,Month-to-Month,Electronic Check,Desktop,1
20,42203.37,838,6,46991.4,4.0,0,Month-to-Month,Bank Transfer,Desktop,1
62,94293.61,481,46,79013.89,72.9,0,One-Year,Bank Transfer,Mobile,0
30,96355.53,379,50,48637.63,18.3,4,Two-Year,Bank Transfer,Tablet,0
67,159007.36,507,38,16655.24,96.0,2,Two-Year,Credit Card,Desktop,0
45,109730.47,627,18,66414.74,102.9,3,Month-to-Month,Credit Card,Mobile,0
75,83962.09,552,27,37987.92,58.4,2,Month-to-Month,Electronic Check,Desktop,1
37,176404.05,415,41,136384.86,94.2,2,Month-to-Month,Electronic Check,Desktop,0
45,42161.69,457,17,15263.18,18.3,2,Month-to-Month,Electronic Check,Mobile,1
25,90495.01,617,62,7372.89,59.6,0,Two-Year,Bank Transfer,Desktop,0
58,31513.82,571,29,797.13,47.9,0,One-Year,Bank Transfer,Tablet,0
56,139685.14,641,58,49210.45,73.7,2,One-Year,Bank Transfer,Mobile,0
18,167301.87,367,70,99058.03,6.3,4,Month-to-Month,Bank Transfer,Mobile,0
20,68405.79,439,22,109562.06,90.5,2,Two-Year,Electronic Check,Mobile,0
30,158042.96,530,6,67989.25,10.4,2,Two-Year,Credit Card,Tablet,0
45,70293.83,604,26,102649.3,79.1,1,Month-to-Month,Electronic Check,Mobile,0
74,166169.38,804,39,53987.11,3.2,3,Month-to-Month,Credit Card,Mobile,0
66,141864.1,602,12,100170.93,100.0,3,Month-to-Month,Bank Transfer,Mobile,0
42,149760.55,606,14,6089.4,21.8,1,Month-to-Month,Electronic Check,Mobile,0
73,27791.02,732,22,58612.95,62.3,3,Two-Year,Electronic Check,Mobile,0
50,174235.61,791,51,118627.45,32.1,0,Month-to-Month,Bank Transfer,Mobile,0
55,137634.0,695,23,120450.9,87.0,2,One-Year,Credit Card,Mobile,0
70,72236.42,436,48,107422.32,39.2,4,One-Year,Credit Card,Mobile,0
23,153556.17,439,71,30635.79,87.2,2,Month-to-Month,Credit Card,Tablet,0
75,68635.79,586,50,37080.77,34.9,2,Month-to-Month,Bank Transfer,Tablet,0
61,160276.85,739,13,149413.31,90.5,1,Two-Year,Bank Transfer,Mobile,0
62,42449.96,419,10,15506.7,4.6,2,Month-to-Month,Bank Transfer,Desktop,1
49,134071.33,393,55,27099.4,34.7,2,One-Year,Bank Transfer,Desktop,0
62,108808.26,549,9,19503.94,60.3,3,One-Year,Bank Transfer,Mobile,0
64,39962.84,501,52,49148.24,6.4,1,Month-to-Month,Bank Transfer,Mobile,0
38,62493.54,435,2,31526.38,23.1,1,Two-Year,Electronic Check,Desktop,0
33,26922.63,368,25,74653.19,112.2,2,Month-to-Month,Credit Card,Mobile,0
71,97659.03,450,13,71403.11,117.2,3,One-Year,Electronic Check,Desktop,0
38,71696.12,751,51,135225.84,89.0,5,One-Year,Credit Card,Desktop,0
28,117745.41,444,58,5210.99,31.0,2,Month-to-Month,Bank Transfer,Desktop,0
54,71071.86,603,34,47981.94,32.0,2,Month-to-Month,Electronic Check,Desktop,1
53,71487.46,706,35,89498.68,77.8,1,One-Year,Credit Card,Desktop,0
52,140194.95,379,3,90720.26,15.0,0,One-Year,Credit Card,Tablet,0
36,32462.14,598,59,72018.93,113.8,2,Month-to-Month,Credit Card,Desktop,0
37,164948.72,775,70,122349.83,27.8,0,One-Year,Credit Card,Mobile,0
74,157100.9,382,48,9408.33,120.0,1,One-Year,Bank Transfer,Desktop,0
35,128509.73,807,64,122323.16,60.0,3,Month-to-Month,Credit Card,Desktop,0
64,116949.34,578,19,74213.14,92.8,2,Month-to-Month,Credit Card,Desktop,0
58,163306.89,361,67,20064.1,1.3,3,Month-to-Month,Bank Transfer,Mobile,0
66,53726.18,467,5,132855.29,106.8,2,Month-to-Month,Bank Transfer,Mobile,0
31,37240.22,699,67,97384.32,33.1,4,Month-to-Month,Bank Transfer,Tablet,0
32,62124.08,504,11,24531.85,80.5,4,Two-Year,Bank Transfer,Tablet,0
48,148159.63,772,68,5047.46,97.0,1,Month-to-Month,Bank Transfer,Mobile,0
18,30373.89,742,69,21166.45,20.5,3,Month-to-Month,Credit Card,Mobile,0
70,115335.06,595,1,91319.69,53.7,1,One-Year,Bank Transfer,Desktop,0
71,179292.82,754,63,26894.44,59.8,2,Month-to-Month,Electronic Check,Mobile,0
71,157632.89,681,29,33864.46,38.1,0,Month-to-Month,Credit Card,Mobile,0
20,105824.08,596,12,3770.96,58.3,2,One-Year,Electronic Check,Desktop,0
33,34864.34,378,41,108439.6,38.8,0,One-Year,Electronic Check,Desktop,0
40,153862.89,510,2,121554.66,43.9,2,One-Year,Electronic Check,Mobile,0
74,117841.67,584,37,119527.23,80.7,5,One-Year,Bank Transfer,Desktop,1
28,42814.61,539,45,19135.22,76.3,0,Month-to-Month,Bank Transfer,Desktop,0
29,39547.88,466,48,135495.17,28.6,0,Two-Year,Electronic Check,Desktop,0
27,165992.16,620,24,100841.82,107.8,0,Month-to-Month,Bank Transfer,Mobile,0
49,128726.04,607,22,134629.29,103.7,1,Month-to-Month,Bank Transfer,Mobile,0
33,153539.45,529,11,67074.08,61.6,1,Month-to-Month,Credit Card,Mobile,0
25,161241.73,836,58,65543.23,52.6,2,Month-to-Month,Credit Card,Mobile,0
55,113624.71,722,46,117680.48,45.8,2,Month-to-Month,Credit Card,Mobile,0
29,105204.18,521,29,13994.68,85.2,3,One-Year,Credit Card,Mobile,0
41,91716.25,787,35,78131.11,80.9,1,Month-to-Month,Bank Transfer,Mobile,0
45,74126.72,623,15,125457.64,24.3,3,Month-to-Month,Electronic Check,Mobile,0
70,92362.37,608,60,124528.88,80.9,3,One-Year,Electronic Check,Mobile,0
25,144951.35,484,42,143419.93,31.0,1,One-Year,Electronic Check,Mobile,0
75,118298.13,520,43,104740.89,3.2,3,Month-to-Month,Electronic Check,Desktop,1
45,163341.11,559,49,31165.59,84.2,8,Month-to-Month,Electronic Check,Mobile,1
53,93723.9,585,64,3042.05,77.7,4,Month-to-Month,Electronic Check,Mobile,1
43,119098.88,771,32,71912.37,49.9,3,Month-to-Month,Credit Card,Mobile,0
25,122852.67,770,64,77055.58,63.6,2,One-Year,Bank Transfer,Desktop,0
75,116713.06,535,2,36039.39,113.7,5,Month-to-Month,Bank Transfer,Mobile,1
67,133908.23,766,24,18704.62,71.8,1,Month-to-Month,Credit Card,Tablet,0
45,61802.19,713,66,87931.22,79.3,4,Month-to-Month,Electronic Check,Desktop,0
45,104416.39,792,38,114638.35,8.6,0,Two-Year,Credit Card,Mobile,0
54,41154.84,444,31,148973.12,20.8,3,Month-to-Month,Credit Card,Desktop,0
58,84599.26,727,26,113745.39,36.8,4,One-Year,Credit Card,Desktop,1
53,100588.4,360,29,119044.86,65.2,1,Month-to-Month,Bank Transfer,Mobile,0
44,126094.76,417,67,92469.13,93.4,1,One-Year,Bank Transfer,Mobile,0
71,172332.31,728,25,147888.4,39.2,2,Two-Year,Bank Transfer,Desktop,0
34,118100.92,559,48,95993.46,43.4,1,Month-to-Month,Credit Card,Tablet,0
26,140257.06,545,65,129037.99,31.5,4,Two-Year,Bank Transfer,Mobile,0
50,103471.24,718,53,141867.7,31.3,4,One-Year,Bank Transfer,Mobile,0
70,123286.12,447,67,139478.78,113.9,1,One-Year,Electronic Check,Mobile,0
37,35994.49,442,18,57212.3,76.6,3,One-Year,Credit Card,Desktop,0
30,64430.7,821,9,11799.31,19.6,3,Month-to-Month,Credit Card,Desktop,0
45,81087.23,371,38,25781.06,86.9,2,Month-to-Month,Credit Card,Mobile,0
65,98236.47,799,21,8883.5,86.9,2,Two-Year,Electronic Check,Desktop,0
46,32075.56,521,65,15809.54,80.3,1,Month-to-Month,Credit Card,Mobile,0
30,46703.74,732,21,27697.69,17.0,1,Two-Year,Credit Card,Desktop,0
63,67906.22,483,27,51164.15,49.6,1,One-Year,Credit Card,Mobile,0
52,175587.57,775,70,81530.95,13.7,2,Month-to-Month,Electronic Check,Desktop,0
23,76358.79,374,44,106752.31,98.2,2,One-Year,Bank Transfer,Desktop,0
35,99716.36,534,28,31639.1,79.0,2,Two-Year,Bank Transfer,Desktop,0
68,55395.15,434,45,100878.36,61.4,2,Month-to-Month,Bank Transfer,Mobile,0
22,119670.91,404,17,105638.86,41.8,2,Month-to-Month,Credit Card,Desktop,0
64,68505.9,600,40,83793.35,22.9,3,One-Year,Credit Card,Desktop,0
42,57083.85,493,3,135542.68,13.7,0,Two-Year,Credit Card,Tablet,0
19,105068.76,700,66,16649.22,116.3,2,One-Year,Credit Card,Mobile,0
27,25853.4,747,46,26568.22,24.8,1,Month-to-Month,Electronic Check,Desktop,0
73,26187.93,516,30,64299.72,8.1,1,Month-to-Month,Bank Transfer,Mobile,1
47,58955.67,761,69,19006.91,115.4,1,Two-Year,Bank Transfer,Mobile,0
67,30691.81,573,9,84944.42,66.3,2,Month-to-Month,Credit Card,Mobile,0
62,41743.99,569,11,59760.07,95.8,1,Month-to-Month,Credit Card,Mobile,0
22,77523.4,528,69,42689.37,6.2,1,Month-to-Month,Credit Card,Mobile,0
72,149400.78,468,66,25498.47,68.5,3,Month-to-Month,Bank Transfer,Mobile,0
73,113667.54,782,31,50300.74,48.4,3,Month-to-Month,Credit Card,Mobile,0
50,104463.5,614,33,91193.9,92.9,4,Month-to-Month,Bank Transfer,Desktop,1
71,70490.77,791,39,86367.78,5.6,3,One-Year,Bank Transfer,Mobile,0
18,169421.83,778,46,24543.6,48.8,2,Month-to-Month,Electronic Check,Desktop,0
35,86537.33,499,37,18737.97,96.1,3,Month-to-Month,Credit Card,Desktop,0
49,38499.38,765,60,4001.51,63.2,3,Month-to-Month,Credit Card,Desktop,0
64,120645.31,802,31,1863.84,66.5,6,Two-Year,Credit Card,Desktop,0
66,42644.95,564,11,131971.57,12.6,3,One-Year,Bank Transfer,Mobile,0
28,78509.59,546,2,6763.33,16.7,1,Month-to-Month,Credit Card,Desktop,0
38,103648.85,391,27,109683.17,81.6,1,Month-to-Month,Bank Transfer,Desktop,0
43,160504.49,402,2,130797.76,81.3,3,One-Year,Bank Transfer,Desktop,0
42,101499.72,829,21,14708.68,117.5,1,Two-Year,Credit Card,Desktop,0
39,133850.11,792,58,65445.21,85.7,3,Month-to-Month,Credit Card,Desktop,0
44,178886.61,679,5,144345.45,59.7,2,Month-to-Month,Credit Card,Mobile,0
66,45380.81,600,52,125120.8,103.0,1,One-Year,Credit Card,Desktop,0
30,67583.39,644,45,73455.6,13.4,0,One-Year,Credit Card,Desktop,0
50,86159.29,727,20,114385.67,54.5,1,One-Year,Bank Transfer,Mobile,0
51,90383.37,620,61,125006.64,35.2,0,Month-to-Month,Bank Transfer,Desktop,0
58,88708.27,804,38,52204.04,13.5,1,Month-to-Month,Credit Card,Desktop,0
52,165679.71,762,20,133822.94,91.9,1,Month-to-Month,Bank Transfer,Desktop,0
18,135675.06,472,25,70571.0,61.8,3,Month-to-Month,Credit Card,Tablet,0
38,119225.31,716,2,79171.1,67.3,0,Two-Year,Bank Transfer,Mobile,0
65,72952.77,736,32,149956.15,49.9,1,Month-to-Month,Electronic Check,Desktop,0
72,152687.51,688,26,126495.44,55.8,0,One-Year,Electronic Check,Desktop,0
23,173034.38,615,70,54265.5,14.8,3,Month-to-Month,Credit Card,Desktop,0
45,152285.73,697,41,1551.84,81.1,1,Month-to-Month,Bank Transfer,Mobile,0
34,25242.59,378,67,93926.11,52.5,3,Two-Year,Electronic Check,Mobile,0
22,123642.21,812,1,105587.01,98.2,6,One-Year,Credit Card,Desktop,0
48,32925.98,384,51,97620.4,24.4,0,Two-Year,Bank Transfer,Mobile,0
22,64929.12,355,5,145179.35,25.4,3,Month-to-Month,Electronic Check,Tablet,0
55,34226.33,745,13,129445.65,77.8,2,Month-to-Month,Credit Card,Mobile,0
20,118588.3,460,19,67324.75,101.7,1,Month-to-Month,Bank Transfer,Desktop,0
70,131421.44,643,12,9428.62,57.2,2,Month-to-Month,Bank Transfer,Mobile,0
40,42745.58,426,48,71408.82,87.5,4,Month-to-Month,Credit Card,Desktop,0
54,84495.03,698,25,103386.6,119.9,6,Two-Year,Credit Card,Desktop,0
70,95716.66,496,57,91156.47,118.8,2,Month-to-Month,Credit Card,Mobile,0
54,82203.22,416,35,80720.56,89.6,2,Two-Year,Credit Card,Desktop,0
27,43758.88,741,5,70322.84,89.0,3,Month-to-Month,Credit Card,Mobile,0
27,89936.91,357,22,44064.28,30.5,1,One-Year,Credit Card,Desktop,0
36,141432.6,471,57,41602.01,100.2,1,Month-to-Month,Credit Card,Desktop,0
34,36006.19,689,47,75034.72,49.2,1,Month-to-Month,Bank Transfer,Mobile,0
38,37427.9,524,54,24090.47,115.5,1,Two-Year,Bank Transfer,Mobile,0
31,79989.55,737,3,51102.81,10.7,4,Month-to-Month,Credit Card,Desktop,1
26,170967.49,528,53,48596.89,52.9,3,One-Year,Credit Card,Mobile,0
63,128628.76,434,31,88069.92,67.1,2,One-Year,Credit Card,Mobile,0
18,130193.84,800,69,10002.35,49.2,2,Two-Year,Credit Card,Desktop,0
68,81097.6,394,33,124450.3,26.1,4,One-Year,Credit Card,Mobile,0
62,117017.42,485,50,84356.76,71.6,3,Month-to-Month,Bank Transfer,Desktop,0
30,26570.33,692,16,100624.0,91.0,2,One-Year,Credit Card,Desktop,0
21,123594.89,365,39,105464.09,77.7,2,Month-to-Month,Credit Card,Mobile,0
18,166559.48,682,46,43722.62,28.9,5,Month-to-Month,Bank Transfer,Mobile,0
66,119948.89,544,47,70555.74,88.1,3,Month-to-Month,Bank Transfer,Desktop,0
57,160423.28,845,44,143436.89,31.6,5,Month-to-Month,Bank Transfer,Mobile,0
49,137215.82,358,9,115005.79,21.8,1,Month-to-Month,Electronic Check,Mobile,0
51,43686.55,665,50,145433.53,83.2,1,Two-Year,Credit Card,Desktop,0
45,164880.26,683,60,111938.15,101.3,4,Month-to-Month,Electronic Check,Desktop,0
48,35298.8,682,15,26340.02,58.3,4,Two-Year,Electronic Check,Mobile,0
25,107764.96,676,36,9680.38,64.2,2,Month-to-Month,Credit Card,Desktop,0
56,47031.25,364,63,86649.22,37.0,4,One-Year,Electronic Check,Desktop,0
43,26814.52,676,69,53671.99,59.9,2,Month-to-Month,Electronic Check,Desktop,0
75,90415.31,451,41,41318.69,16.7,2,Month-to-Month,Electronic Check,Desktop,0
51,70731.31,575,24,121081.65,114.7,1,Two-Year,Bank Transfer,Tablet,0
71,100330.08,774,49,55048.99,96.2,2,Two-Year,Bank Transfer,Mobile,0
71,114465.98,627,18,47550.15,80.5,3,Month-to-Month,Credit Card,Mobile,0
20,31779.56,757,7,127498.14,65.0,0,Two-Year,Bank Transfer,Mobile,0
67,44065.51,462,4,126943.1,95.3,4,One-Year,Credit Card,Mobile,1
29,111589.57,834,69,53455.0,59.9,1,Two-Year,Credit Card,Mobile,0
